event_id,user_id,amount,status,event_dt
652,1379,222.62,COMPLETE,2024-05-21
653,1742,132.0,PENDING,2024-05-01
654,1308,71.0,PENDING,2024-05-12
655,1630,480.75,PENDING,2024-06-11
656,1267,30.94,PENDING,2024-03-15
657,1944,179.09,COMPLETE,2024-05-25
658,1784,55.65,PENDING,2024-03-16
659,1063,104.62,COMPLETE,2024-01-09
660,1809,129.93,PENDING,2024-03-14
661,1349,100.45,COMPLETE,2024-07-04
662,1924,15.14,PENDING,2024-05-24
663,1914,58.51,COMPLETE,2024-01-07
664,1493,82.43,NEW,2024-06-22
665,1522,189.08,COMPLETE,2024-05-20
666,1097,58.64,NEW,2024-06-16
667,1945,251.02,PENDING,2024-06-18
668,1070,58.05,COMPLETE,2024-05-16
669,1363,79.58,COMPLETE,2024-06-26
670,1569,159.1,PENDING,2024-01-27
671,1801,87.48,COMPLETE,2024-05-01
672,1762,322.43,NEW,2024-07-12
673,1275,107.98,COMPLETE,2024-01-05
674,1049,73.96,COMPLETE,2024-01-29
675,1357,2.39,PENDING,2024-06-13
676,1727,53.4,COMPLETE,2024-06-14
677,1905,35.56,COMPLETE,2024-03-23
678,1927,137.87,NEW,2024-05-15
679,1563,23.35,COMPLETE,2024-04-18
680,1782,22.97,NEW,2024-03-05
681,1484,21.01,COMPLETE,2024-03-26
682,1083,13.42,COMPLETE,2024-05-24
683,1898,37.25,NEW,2024-03-11
684,1804,217.09,COMPLETE,2024-02-14
685,1637,149.13,PENDING,2024-05-11
686,1807,132.9,PENDING,2024-02-05
687,1583,159.62,NEW,2024-03-10
688,1295,31.39,NEW,2024-06-07
689,1235,218.43,COMPLETE,2024-01-19
690,1055,14.77,NEW,2024-07-07
691,1918,41.0,PENDING,2024-04-17
692,1359,88.37,COMPLETE,2024-06-30
693,1906,10.86,NEW,2024-06-15
694,1109,130.98,PENDING,2024-03-31
695,1191,48.98,PENDING,2024-03-30
696,1903,153.44,COMPLETE,2024-01-19
697,1092,67.9,PENDING,2024-02-08
698,1861,19.95,PENDING,2024-05-05
699,1567,132.71,PENDING,2024-07-13
700,1059,29.05,COMPLETE,2024-06-21
701,1649,67.49,NEW,2024-05-20
702,1038,7.85,COMPLETE,2024-05-05
703,1539,96.2,COMPLETE,2024-02-27
704,1048,109.62,COMPLETE,2024-05-27
705,1419,47.59,PENDING,2024-07-18
706,1636,308.83,PENDING,2024-03-01
707,1012,207.28,COMPLETE,2024-05-06
708,1991,123.08,NEW,2024-04-14
709,1035,125.05,NEW,2024-06-15
710,1100,29.09,NEW,2024-01-01
711,1793,106.95,COMPLETE,2024-05-10
712,1085,22.09,COMPLETE,2024-04-01
713,1515,15.55,PENDING,2024-07-08
714,1222,753.87,COMPLETE,2024-07-09
715,1337,97.39,PENDING,2024-04-22
716,1959,56.39,COMPLETE,2024-06-01
717,1165,33.99,PENDING,2024-02-25
718,1382,92.61,COMPLETE,2024-06-09
719,1855,5.09,NEW,2024-06-14
720,1894,9.95,NEW,2024-04-26
721,1375,3.34,PENDING,2024-05-13
722,1470,69.15,PENDING,2024-02-27
723,1789,91.78,COMPLETE,2024-02-13
724,1641,6.45,PENDING,2024-06-21
725,1030,127.73,NEW,2024-06-08
726,1374,26.19,PENDING,2024-06-21
727,1010,115.58,PENDING,2024-03-01
728,1987,401.17,NEW,2024-02-16
729,1301,117.48,PENDING,2024-05-28
730,1095,214.72,PENDING,2024-03-20
731,1189,296.03,PENDING,2024-04-27
732,1452,66.7,NEW,2024-06-12
733,1191,121.18,COMPLETE,2024-05-26
734,1485,191.03,COMPLETE,2024-01-20
735,1265,44.1,NEW,2024-07-03
736,1423,30.3,COMPLETE,2024-05-25
737,1127,292.99,COMPLETE,2024-02-16
738,1237,129.57,PENDING,2024-02-18
739,1919,24.81,COMPLETE,2024-01-14
740,1354,59.62,NEW,2024-05-22
741,1939,159.19,COMPLETE,2024-06-07
742,1111,79.2,PENDING,2024-01-01
743,1827,104.97,NEW,2024-04-26
744,1445,140.15,PENDING,2024-02-23
745,1342,97.29,COMPLETE,2024-04-27
746,1144,77.67,COMPLETE,2024-01-03
747,1064,138.48,PENDING,2024-05-23
748,1246,130.03,NEW,2024-07-03
749,1734,99.39,PENDING,2024-01-12
750,1990,44.6,NEW,2024-03-14
751,1489,52.06,NEW,2024-01-16
752,1824,352.13,PENDING,2024-07-18
753,1438,11.92,COMPLETE,2024-04-11
754,1105,31.27,COMPLETE,2024-05-31
755,1180,67.81,NEW,2024-06-04
756,1183,181.23,PENDING,2024-04-26
757,1225,17.87,COMPLETE,2024-01-08
758,1776,32.43,COMPLETE,2024-05-01
759,1789,6.81,COMPLETE,2024-04-01
760,1908,122.41,COMPLETE,2024-06-12
761,1088,27.21,COMPLETE,2024-03-30
762,1687,49.21,NEW,2024-05-15
763,1529,58.65,PENDING,2024-07-04
764,1370,221.93,COMPLETE,2024-02-29
765,1971,52.99,PENDING,2024-06-26
766,1935,15.69,NEW,2024-01-28
767,1912,74.3,PENDING,2024-04-10
768,1398,329.57,COMPLETE,2024-02-10
769,1105,93.57,COMPLETE,2024-07-10
770,1270,409.76,PENDING,2024-06-03
771,1974,183.95,PENDING,2024-07-09
772,1830,3.66,COMPLETE,2024-05-24
773,1502,107.41,PENDING,2024-06-09
774,1678,33.79,NEW,2024-06-05
775,1524,82.01,COMPLETE,2024-05-20
776,1848,32.76,PENDING,2024-02-15
777,1031,42.9,PENDING,2024-02-04
778,1392,256.61,COMPLETE,2024-05-13
779,1039,23.15,NEW,2024-03-22
780,1659,207.23,COMPLETE,2024-04-24
781,1217,3.09,PENDING,2024-07-15
782,1730,9.53,PENDING,2024-02-16
783,1980,192.88,NEW,2024-06-01
784,1081,99.58,PENDING,2024-07-12
785,1844,137.53,COMPLETE,2024-01-10
786,1719,23.5,COMPLETE,2024-02-25
787,1200,77.02,COMPLETE,2024-01-30
788,1446,133.64,PENDING,2024-04-18
789,1843,98.7,COMPLETE,2024-01-05
790,1427,63.81,PENDING,2024-04-28
791,1037,321.35,COMPLETE,2024-02-02
792,1210,112.75,COMPLETE,2024-04-27
793,1443,238.33,PENDING,2024-03-05
794,1326,130.85,PENDING,2024-05-25
795,1760,132.98,NEW,2024-06-25
796,1226,8.34,PENDING,2024-01-11
797,1047,44.55,COMPLETE,2024-03-25
798,1017,195.45,NEW,2024-01-26
799,1911,26.48,NEW,2024-03-03
800,1438,12.27,NEW,2024-03-26
801,1806,39.47,COMPLETE,2024-02-28
802,1707,24.9,PENDING,2024-01-27
803,1186,259.41,NEW,2024-06-25
804,1344,202.47,PENDING,2024-06-09
805,1223,69.25,COMPLETE,2024-04-07
806,1829,6.33,PENDING,2024-04-14
807,1487,125.37,COMPLETE,2024-04-08
808,1908,97.66,PENDING,2024-05-08
809,1876,352.52,PENDING,2024-05-28
810,1848,81.86,NEW,2024-02-24
811,1228,41.01,NEW,2024-01-06
812,1389,73.19,PENDING,2024-07-15
813,1978,387.58,PENDING,2024-04-04
814,1588,119.19,COMPLETE,2024-05-12
815,1187,111.47,NEW,2024-04-11
816,1857,27.53,NEW,2024-01-03
817,1269,136.1,COMPLETE,2024-06-29
818,1606,138.74,PENDING,2024-01-23
819,1309,38.17,COMPLETE,2024-02-22
820,1131,66.11,COMPLETE,2024-06-13
821,1550,34.9,PENDING,2024-03-23
822,1071,29.94,COMPLETE,2024-05-24
823,1792,2.62,PENDING,2024-03-25
824,1844,33.58,NEW,2024-03-18
825,1671,80.74,PENDING,2024-04-19
826,1186,0.16,PENDING,2024-01-01
827,1485,33.3,PENDING,2024-02-20
828,1190,213.21,PENDING,2024-06-21
829,1421,90.05,PENDING,2024-01-04
830,1119,93.61,NEW,2024-07-08
831,1219,51.64,NEW,2024-07-11
832,1052,112.85,NEW,2024-04-22
833,1733,21.06,NEW,2024-02-01
834,1450,170.79,PENDING,2024-02-03
835,1411,12.41,PENDING,2024-04-01
836,1642,106.71,NEW,2024-04-04
837,1236,41.73,COMPLETE,2024-03-12
838,1757,137.64,COMPLETE,2024-02-08
839,1737,79.8,PENDING,2024-06-02
840,1719,60.21,COMPLETE,2024-06-10
841,1405,18.56,PENDING,2024-06-30
842,1607,101.29,NEW,2024-04-27
843,1421,367.97,COMPLETE,2024-01-03
844,1711,174.64,NEW,2024-05-02
845,1246,6.19,COMPLETE,2024-02-19
846,1071,47.2,PENDING,2024-01-12
847,1829,259.81,PENDING,2024-07-11
848,1184,69.93,PENDING,2024-02-23
849,1005,108.5,PENDING,2024-05-12
850,1205,243.73,NEW,2024-02-26
851,1543,206.98,PENDING,2024-05-24
852,1610,69.68,COMPLETE,2024-04-21
853,1905,57.56,PENDING,2024-02-16
854,1386,41.5,NEW,2024-05-30
855,1767,126.95,PENDING,2024-03-25
856,1698,33.83,COMPLETE,2024-05-21
857,1075,28.75,PENDING,2024-03-06
858,1176,44.04,PENDING,2024-03-15
859,1826,19.51,COMPLETE,2024-06-27
860,1798,118.78,PENDING,2024-04-12
861,1348,95.77,PENDING,2024-06-14
862,1254,65.95,COMPLETE,2024-07-10
863,1836,49.48,COMPLETE,2024-02-07
864,1701,239.76,NEW,2024-02-19
865,1307,2.96,NEW,2024-04-07
866,1344,146.58,COMPLETE,2024-03-22
867,1126,232.19,NEW,2024-01-30
868,1936,59.12,COMPLETE,2024-03-19
869,1286,80.0,NEW,2024-03-31
870,1765,289.07,PENDING,2024-06-27
871,1724,23.86,NEW,2024-07-09
872,1761,73.43,COMPLETE,2024-02-21
873,1595,64.38,COMPLETE,2024-06-14
874,1486,29.89,COMPLETE,2024-03-19
875,1382,170.7,COMPLETE,2024-01-30
876,1405,229.86,NEW,2024-04-15
877,1387,152.3,NEW,2024-02-20
878,1524,21.74,COMPLETE,2024-03-21
879,1556,9.07,COMPLETE,2024-05-12
880,1638,93.0,COMPLETE,2024-01-29
881,1937,5.88,COMPLETE,2024-05-11
882,1625,111.73,PENDING,2024-05-17
883,1944,75.59,NEW,2024-07-02
884,1275,108.7,COMPLETE,2024-05-24
885,1499,89.2,PENDING,2024-03-14
886,1716,54.94,PENDING,2024-01-17
887,1336,22.42,COMPLETE,2024-03-24
888,1949,36.49,NEW,2024-03-09
889,1931,74.34,COMPLETE,2024-02-03
890,1480,105.52,NEW,2024-01-06
891,1896,151.18,COMPLETE,2024-02-22
892,1910,145.74,COMPLETE,2024-07-12
893,1972,360.05,PENDING,2024-05-05
894,1272,33.67,PENDING,2024-02-12
895,1919,7.38,NEW,2024-04-24
896,1057,42.41,PENDING,2024-04-20
897,1327,135.98,PENDING,2024-05-30
898,1730,57.65,PENDING,2024-07-01
899,1108,170.26,NEW,2024-03-20
900,1278,79.7,NEW,2024-04-04
901,1685,265.63,NEW,2024-04-27
902,1327,295.39,COMPLETE,2024-05-23
903,1775,7.18,NEW,2024-01-08
904,1314,60.96,COMPLETE,2024-05-11
905,1473,94.08,COMPLETE,2024-04-13
906,1110,29.55,COMPLETE,2024-05-11
907,1698,52.27,COMPLETE,2024-07-02
908,1780,113.22,NEW,2024-01-25
909,1934,25.71,COMPLETE,2024-07-13
910,1228,92.13,PENDING,2024-04-05
911,1496,119.55,COMPLETE,2024-07-13
912,1155,9.49,COMPLETE,2024-06-03
913,1472,68.82,NEW,2024-04-02
914,1700,30.53,PENDING,2024-06-08
915,1271,128.88,PENDING,2024-06-26
916,1886,21.02,COMPLETE,2024-03-01
917,1001,222.78,NEW,2024-05-01
918,1757,56.38,NEW,2024-02-20
919,1721,22.07,PENDING,2024-05-26
920,1510,57.63,PENDING,2024-01-21
921,1912,52.55,COMPLETE,2024-01-05
922,1285,56.02,COMPLETE,2024-04-01
923,1870,88.08,PENDING,2024-06-18
924,1012,73.64,NEW,2024-03-01
925,1607,16.23,NEW,2024-01-22
926,1497,6.78,PENDING,2024-05-28
927,1732,130.72,COMPLETE,2024-03-10
928,1237,82.03,PENDING,2024-01-01
929,1093,44.47,PENDING,2024-05-12
930,1337,165.21,COMPLETE,2024-01-12
931,1780,49.11,COMPLETE,2024-03-30
932,1170,158.95,NEW,2024-02-15
933,1980,36.49,NEW,2024-02-03
934,1605,7.56,PENDING,2024-06-25
935,1660,269.77,COMPLETE,2024-03-18
936,1623,50.18,COMPLETE,2024-02-14
937,1566,157.36,NEW,2024-06-03
938,1848,32.73,NEW,2024-03-13
939,1935,103.95,COMPLETE,2024-01-26
940,1466,206.6,COMPLETE,2024-02-16
941,1627,4.25,COMPLETE,2024-04-30
942,1142,177.57,PENDING,2024-02-25
943,1200,84.71,PENDING,2024-04-03
944,1179,93.51,NEW,2024-04-16
945,1713,74.06,NEW,2024-03-03
946,1363,207.53,PENDING,2024-02-17
947,1478,4.44,PENDING,2024-03-01
948,1564,30.25,NEW,2024-03-21
949,1470,208.56,COMPLETE,2024-01-26
950,1383,139.57,NEW,2024-02-05
951,1691,1.78,COMPLETE,2024-01-01
952,1925,72.78,NEW,2024-01-08
953,1416,75.41,COMPLETE,2024-04-22
954,1824,51.23,NEW,2024-04-08
955,1307,35.3,COMPLETE,2024-06-28
956,1648,114.48,NEW,2024-02-16
957,1693,23.29,PENDING,2024-05-06
958,1366,160.42,COMPLETE,2024-02-25
959,1000,162.47,NEW,2024-01-14
960,1043,53.66,NEW,2024-01-28
961,1738,33.34,COMPLETE,2024-03-18
962,1842,33.39,COMPLETE,2024-05-09
963,1097,65.83,NEW,2024-04-18
964,1719,127.15,NEW,2024-06-02
965,1264,44.45,NEW,2024-01-14
966,1799,94.17,NEW,2024-07-05
967,1782,48.21,COMPLETE,2024-02-25
968,1139,36.32,PENDING,2024-04-24
969,1480,2.52,PENDING,2024-01-07
970,1236,0.39,COMPLETE,2024-01-03
971,1973,25.77,PENDING,2024-04-20
972,1952,52.16,COMPLETE,2024-05-30
973,1903,190.56,PENDING,2024-04-16
974,1071,160.19,PENDING,2024-01-18
975,1666,31.08,PENDING,2024-02-07
976,1189,28.04,NEW,2024-04-24
977,1267,25.79,NEW,2024-01-15
978,1320,41.44,NEW,2024-07-10
979,1106,68.96,NEW,2024-04-28
980,1231,57.74,PENDING,2024-01-28
981,1041,24.62,PENDING,2024-02-08
982,1701,13.98,PENDING,2024-07-03
983,1882,1.27,NEW,2024-01-17
984,1138,16.72,COMPLETE,2024-03-26
985,1614,122.2,NEW,2024-05-05
986,1682,27.92,PENDING,2024-02-13
987,1862,63.22,COMPLETE,2024-01-25
988,1272,89.48,NEW,2024-05-24
989,1480,217.9,COMPLETE,2024-01-13
990,1415,219.69,COMPLETE,2024-01-25
991,1505,136.94,NEW,2024-03-08
992,1732,3.58,NEW,2024-05-17
993,1724,85.58,COMPLETE,2024-03-07
994,1852,154.45,NEW,2024-04-18
995,1423,1.74,COMPLETE,2024-05-25
996,1406,79.78,PENDING,2024-04-20
997,1567,195.03,NEW,2024-04-20
998,1389,64.26,NEW,2024-02-03
999,1341,0.41,PENDING,2024-04-20
1000,1945,1.11,PENDING,2024-01-08
1001,1613,53.89,COMPLETE,2024-06-16
1002,1932,16.84,COMPLETE,2024-04-22
1003,1492,109.2,COMPLETE,2024-03-23
1004,1191,123.37,NEW,2024-02-11
1005,1498,19.59,COMPLETE,2024-06-17
1006,1821,219.4,COMPLETE,2024-04-10
1007,1711,58.32,COMPLETE,2024-01-06
1008,1232,15.41,PENDING,2024-06-28
1009,1944,144.5,COMPLETE,2024-01-26
1010,1226,156.05,PENDING,2024-03-04
1011,1370,101.97,PENDING,2024-07-05
1012,1138,192.05,COMPLETE,2024-07-02
1013,1855,133.7,NEW,2024-02-28
1014,1816,213.88,NEW,2024-04-18
1015,1148,56.9,COMPLETE,2024-07-16
1016,1114,137.67,NEW,2024-04-30
1017,1449,830.03,COMPLETE,2024-02-02
1018,1062,129.07,COMPLETE,2024-06-29
1019,1103,12.12,NEW,2024-05-29
1020,1850,73.05,PENDING,2024-01-21
1021,1870,88.52,COMPLETE,2024-07-16
1022,1667,19.14,PENDING,2024-03-10
1023,1272,329.39,COMPLETE,2024-04-21
1024,1005,19.31,COMPLETE,2024-01-04
1025,1146,19.55,PENDING,2024-04-03
1026,1183,246.71,NEW,2024-03-15
1027,1997,62.59,COMPLETE,2024-07-08
1028,1027,6.53,PENDING,2024-03-02
1029,1961,91.18,NEW,2024-04-03
1030,1549,92.09,COMPLETE,2024-04-04
1031,1118,6.67,COMPLETE,2024-05-31
1032,1292,359.44,COMPLETE,2024-02-24
1033,1370,78.53,PENDING,2024-05-16
1034,1243,82.05,COMPLETE,2024-05-10
1035,1579,73.42,COMPLETE,2024-01-31
1036,1725,94.35,COMPLETE,2024-02-09
1037,1217,30.69,COMPLETE,2024-02-05
1038,1176,33.86,PENDING,2024-05-31
1039,1298,71.61,COMPLETE,2024-01-06
1040,1675,164.34,COMPLETE,2024-03-06
1041,1057,5.12,NEW,2024-03-15
1042,1268,92.48,NEW,2024-01-04
1043,1307,164.39,COMPLETE,2024-03-19
1044,1569,17.07,NEW,2024-05-13
1045,1287,1.51,NEW,2024-04-27
1046,1976,37.5,NEW,2024-04-22
1047,1104,88.71,PENDING,2024-04-03
1048,1227,14.88,NEW,2024-06-27
1049,1246,55.53,PENDING,2024-03-02
1050,1699,80.37,COMPLETE,2024-07-03
1051,1493,91.35,COMPLETE,2024-07-12
1052,1082,32.08,COMPLETE,2024-03-19
1053,1185,51.09,NEW,2024-05-15
1054,1251,150.66,COMPLETE,2024-01-26
1055,1354,283.39,COMPLETE,2024-06-27
1056,1749,197.96,COMPLETE,2024-06-21
1057,1871,83.08,NEW,2024-02-13
1058,1695,52.81,PENDING,2024-05-12
1059,1795,40.49,COMPLETE,2024-03-10
1060,1896,13.35,COMPLETE,2024-06-02
1061,1937,11.27,COMPLETE,2024-04-27
1062,1209,116.59,PENDING,2024-03-08
1063,1815,30.08,PENDING,2024-01-19
1064,1807,29.39,COMPLETE,2024-01-20
1065,1608,631.72,NEW,2024-04-22
1066,1446,20.82,COMPLETE,2024-05-19
1067,1459,16.02,COMPLETE,2024-02-16
1068,1967,10.39,COMPLETE,2024-01-01
1069,1471,86.7,NEW,2024-03-30
1070,1719,98.85,NEW,2024-05-21
1071,1369,45.45,COMPLETE,2024-03-04
1072,1899,76.66,COMPLETE,2024-02-07
1073,1933,155.31,PENDING,2024-02-06
1074,1491,170.43,PENDING,2024-05-05
1075,1922,316.8,NEW,2024-05-18
1076,1136,173.88,COMPLETE,2024-04-09
1077,1366,83.2,COMPLETE,2024-03-17
1078,1911,19.8,COMPLETE,2024-01-03
1079,1183,10.51,PENDING,2024-06-09
1080,1587,5.61,COMPLETE,2024-05-13
1081,1286,109.82,PENDING,2024-06-26
1082,1471,164.78,PENDING,2024-01-10
1083,1374,71.07,COMPLETE,2024-01-05
1084,1653,5.63,NEW,2024-05-30
1085,1748,76.67,PENDING,2024-05-17
1086,1536,274.5,COMPLETE,2024-06-20
1087,1510,91.03,PENDING,2024-05-09
1088,1801,165.77,NEW,2024-01-13
1089,1578,161.02,PENDING,2024-06-16
1090,1249,269.01,PENDING,2024-05-09
1091,1919,147.07,COMPLETE,2024-03-24
1092,1509,137.71,NEW,2024-03-05
1093,1629,26.67,COMPLETE,2024-03-03
1094,1072,6.18,NEW,2024-04-10
1095,1281,72.9,NEW,2024-03-13
1096,1915,13.29,NEW,2024-01-17
1097,1959,327.53,COMPLETE,2024-01-09
1098,1359,34.24,NEW,2024-05-22
1099,1009,191.69,COMPLETE,2024-05-31
1100,1210,49.04,PENDING,2024-02-07
1101,1834,39.04,COMPLETE,2024-06-11
1102,1151,273.58,COMPLETE,2024-04-03
1103,1004,45.15,COMPLETE,2024-04-04
1104,1194,49.48,COMPLETE,2024-02-18
1105,1953,11.22,COMPLETE,2024-03-09
1106,1282,111.0,COMPLETE,2024-03-02
1107,1463,34.09,NEW,2024-07-06
1108,1112,88.09,NEW,2024-06-26
1109,1270,89.49,COMPLETE,2024-03-18
1110,1162,127.01,PENDING,2024-04-26
1111,1459,136.74,PENDING,2024-04-29
1112,1104,72.25,PENDING,2024-05-16
1113,1692,40.2,PENDING,2024-06-10
1114,1555,181.68,COMPLETE,2024-03-16
1115,1281,37.09,NEW,2024-02-04
1116,1686,70.83,COMPLETE,2024-01-01
1117,1161,51.29,COMPLETE,2024-02-09
1118,1982,193.16,COMPLETE,2024-03-04
1119,1350,56.55,PENDING,2024-05-29
1120,1433,48.79,PENDING,2024-02-29
1121,1851,117.06,COMPLETE,2024-03-04
1122,1139,92.24,COMPLETE,2024-04-02
1123,1470,11.34,COMPLETE,2024-03-12
1124,1131,70.96,PENDING,2024-01-11
1125,1086,132.98,PENDING,2024-04-14
1126,1687,483.77,COMPLETE,2024-01-14
1127,1182,99.19,NEW,2024-02-29
1128,1367,46.25,COMPLETE,2024-01-30
1129,1128,25.64,COMPLETE,2024-02-04
1130,1245,206.22,COMPLETE,2024-06-13
1131,1600,168.51,PENDING,2024-01-05
1132,1577,26.65,PENDING,2024-03-23
1133,1669,22.39,COMPLETE,2024-05-02
1134,1898,125.57,COMPLETE,2024-03-18
1135,1377,37.83,COMPLETE,2024-06-02
1136,1148,36.59,COMPLETE,2024-03-02
1137,1984,16.52,COMPLETE,2024-05-11
1138,1851,30.65,COMPLETE,2024-03-29
1139,1432,55.78,PENDING,2024-02-11
1140,1627,131.99,PENDING,2024-03-29
1141,1725,40.99,PENDING,2024-05-25
1142,1468,39.84,NEW,2024-02-09
1143,1445,33.54,NEW,2024-03-12
1144,1480,65.06,NEW,2024-02-08
1145,1883,19.92,COMPLETE,2024-04-13
1146,1293,66.48,NEW,2024-01-14
1147,1764,121.8,NEW,2024-02-01
1148,1142,3.02,NEW,2024-06-27
1149,1249,0.98,COMPLETE,2024-05-04
1150,1877,7.81,NEW,2024-06-14
1151,1947,76.71,PENDING,2024-04-06
1152,1974,192.73,NEW,2024-01-23
1153,1301,0.49,COMPLETE,2024-03-03
1154,1024,275.93,COMPLETE,2024-05-22
1155,1788,11.24,COMPLETE,2024-06-01
1156,1983,184.51,PENDING,2024-05-24
1157,1888,65.94,COMPLETE,2024-07-12
1158,1889,107.69,PENDING,2024-02-22
1159,1900,71.47,PENDING,2024-04-13
1160,1069,64.83,PENDING,2024-04-13
1161,1624,180.12,NEW,2024-06-27
1162,1874,141.01,COMPLETE,2024-02-08
1163,1111,66.05,NEW,2024-06-27
1164,1363,11.84,PENDING,2024-07-16
1165,1302,12.26,PENDING,2024-05-13
1166,1470,161.72,PENDING,2024-03-07
1167,1963,75.37,COMPLETE,2024-05-14
1168,1090,65.7,COMPLETE,2024-06-27
1169,1529,114.12,COMPLETE,2024-07-18
1170,1660,195.79,PENDING,2024-02-11
1171,1987,99.12,NEW,2024-07-10
1172,1738,143.91,PENDING,2024-01-15
1173,1725,144.93,COMPLETE,2024-04-20
1174,1871,44.05,COMPLETE,2024-06-05
1175,1662,32.03,COMPLETE,2024-02-02
1176,1191,161.53,NEW,2024-06-03
1177,1962,47.35,NEW,2024-06-12
1178,1551,233.65,PENDING,2024-06-05
1179,1241,7.22,COMPLETE,2024-02-07
1180,1137,6.0,COMPLETE,2024-07-03
1181,1344,261.74,COMPLETE,2024-04-06
1182,1179,104.54,COMPLETE,2024-06-03
1183,1711,47.74,NEW,2024-07-01
1184,1502,140.67,NEW,2024-02-02
1185,1202,111.57,NEW,2024-07-14
1186,1572,75.76,PENDING,2024-03-26
1187,1191,10.41,NEW,2024-03-06
1188,1004,167.23,COMPLETE,2024-01-10
1189,1889,201.01,COMPLETE,2024-01-05
1190,1236,18.89,PENDING,2024-05-02
1191,1692,190.05,NEW,2024-03-14
1192,1310,210.25,NEW,2024-04-06
1193,1548,79.72,COMPLETE,2024-04-27
1194,1055,106.76,PENDING,2024-02-07
1195,1442,48.17,PENDING,2024-05-20
1196,1236,33.1,COMPLETE,2024-06-07
1197,1869,128.01,PENDING,2024-02-16
1198,1860,197.96,PENDING,2024-04-18
1199,1196,106.15,COMPLETE,2024-06-28
1200,1584,71.66,COMPLETE,2024-07-02
1201,1570,17.31,COMPLETE,2024-01-15
1202,1751,5.49,PENDING,2024-06-05
1203,1513,59.0,PENDING,2024-05-15
1204,1448,5.06,COMPLETE,2024-01-05
1205,1359,84.24,PENDING,2024-06-05
1206,1699,48.24,COMPLETE,2024-02-16
1207,1818,141.55,COMPLETE,2024-03-08
1208,1029,36.48,COMPLETE,2024-03-16
1209,1778,89.89,NEW,2024-06-21
1210,1987,77.15,NEW,2024-05-09
1211,1107,0.47,NEW,2024-06-03
1212,1843,7.51,COMPLETE,2024-04-04
1213,1934,34.3,PENDING,2024-04-24
1214,1601,213.91,NEW,2024-06-12
1215,1716,15.9,NEW,2024-02-05
1216,1890,124.1,PENDING,2024-01-26
1217,1967,362.56,NEW,2024-02-12
1218,1958,156.34,NEW,2024-01-27
1219,1959,27.83,COMPLETE,2024-03-09
1220,1444,238.99,NEW,2024-05-27
1221,1892,9.77,NEW,2024-01-11
1222,1437,63.14,COMPLETE,2024-03-14
1223,1731,218.52,COMPLETE,2024-04-13
1224,1889,102.52,PENDING,2024-02-07
1225,1605,53.38,NEW,2024-05-13
1226,1456,34.65,COMPLETE,2024-07-18
1227,1614,47.02,PENDING,2024-01-23
1228,1734,71.12,NEW,2024-02-16
1229,1697,38.43,NEW,2024-03-30
1230,1980,347.27,NEW,2024-02-15
1231,1695,270.42,PENDING,2024-04-16
1232,1494,204.54,COMPLETE,2024-05-19
1233,1673,54.79,COMPLETE,2024-05-20
1234,1246,117.54,PENDING,2024-04-13
1235,1542,233.13,PENDING,2024-07-08
1236,1563,190.0,COMPLETE,2024-04-20
1237,1856,53.5,PENDING,2024-04-13
1238,1587,11.92,NEW,2024-02-29
1239,1896,7.86,COMPLETE,2024-06-19
1240,1438,86.05,COMPLETE,2024-04-09
1241,1277,102.9,PENDING,2024-03-08
1242,1551,189.61,COMPLETE,2024-05-12
1243,1612,34.6,PENDING,2024-04-29
1244,1110,18.33,PENDING,2024-02-06
1245,1384,47.64,NEW,2024-03-12
1246,1832,43.63,COMPLETE,2024-05-06
1247,1760,14.21,COMPLETE,2024-04-15
1248,1190,111.56,COMPLETE,2024-04-01
1249,1489,71.07,NEW,2024-01-31
1250,1693,127.7,NEW,2024-05-01
1251,1425,43.49,PENDING,2024-05-16
1252,1404,39.41,PENDING,2024-02-20
1253,1334,63.98,PENDING,2024-01-29
1254,1208,209.89,COMPLETE,2024-02-09
1255,1021,4.11,COMPLETE,2024-02-10
1256,1677,163.39,PENDING,2024-01-11
1257,1610,46.04,NEW,2024-05-30
1258,1207,192.84,NEW,2024-01-01
1259,1007,162.05,COMPLETE,2024-02-15
1260,1701,42.89,COMPLETE,2024-04-10
1261,1686,118.38,COMPLETE,2024-05-28
1262,1784,17.39,PENDING,2024-03-30
1263,1528,226.61,NEW,2024-04-19
1264,1601,51.83,COMPLETE,2024-06-12
1265,1652,60.81,COMPLETE,2024-06-30
1266,1656,122.34,PENDING,2024-02-26
1267,1165,171.95,NEW,2024-01-01
1268,1848,26.96,PENDING,2024-03-03
1269,1495,108.28,COMPLETE,2024-06-30
1270,1589,49.76,COMPLETE,2024-02-24
1271,1428,46.0,COMPLETE,2024-04-24
1272,1773,117.13,NEW,2024-06-16
1273,1162,48.97,NEW,2024-05-22
1274,1365,42.48,NEW,2024-05-28
1275,1525,180.72,COMPLETE,2024-06-23
1276,1238,10.68,PENDING,2024-02-22
1277,1071,112.67,COMPLETE,2024-05-16
1278,1444,28.6,NEW,2024-06-28
1279,1654,1.56,COMPLETE,2024-02-26
1280,1821,18.24,COMPLETE,2024-04-26
1281,1508,93.31,NEW,2024-06-02
1282,1794,123.49,COMPLETE,2024-06-17
1283,1268,2.13,NEW,2024-02-04
1284,1752,3.71,NEW,2024-03-03
1285,1414,232.83,NEW,2024-01-25
1286,1244,7.61,COMPLETE,2024-03-30
